series,model,accuracy,precision,recall,f1,roc_auc,roc_auc_macro,duration_sec,run_id,seed,fold,n_test
lemmatized,RandomForest,0.9298569450853715,0.9221604447974583,0.9555555555555556,0.9385610347615198,0.960323944392572,,,s44_f1,44.0,1.0,2167.0
lemmatized,RandomForest,0.9243193354868482,0.9134539732494099,0.9555555555555556,0.9340305711987128,0.9596210706504824,,,s44_f2,44.0,2.0,2167.0
lemmatized,RandomForest,0.9326257498846331,0.9252187748607796,0.9572016460905349,0.9409385113268608,0.9575630252100841,,,s44_f3,44.0,3.0,2167.0
lemmatized,RandomForest,0.9261652053530226,0.9182539682539682,0.9530477759472817,0.9353274050121261,0.9590195532706048,,,s44_f4,44.0,4.0,2167.0
lemmatized,RandomForest,0.9220479704797048,0.9157392686804452,0.9481481481481482,0.9316619490497372,0.9554273055847033,,,s45_f0,45.0,0.0,2168.0
lemmatized,RandomForest,0.9330872173511767,0.9252782193958664,0.9580246913580247,0.9413667610190053,0.9650763391776463,,,s45_f1,45.0,1.0,2167.0
lemmatized,RandomForest,0.9261652053530226,0.9271255060728745,0.9423868312757202,0.9346938775510204,0.95206452951551,,,s45_f2,45.0,2.0,2167.0
lemmatized,RandomForest,0.9326257498846331,0.9205350118017309,0.9629629629629629,0.9412711182622687,0.9590474461389495,,,s45_f3,45.0,3.0,2167.0
lemmatized,RandomForest,0.9229349330872173,0.9177972865123704,0.9472817133443163,0.9323064450749898,0.9527837177663184,,,s45_f4,45.0,4.0,2167.0
lemmatized,RandomForest,0.9202029520295203,0.9095911949685535,0.9522633744855967,0.9304382790510656,0.9553988055911805,,,s46_f0,46.0,0.0,2168.0
